Key;Type;Desc;English;Vietnamese [vi]
Story/Vasagatan/OlofsLog3;Text;;"These ‘lurkers’ have potential. They were clearly once rats, now grown into something much more rabid. Yet also smarter.

I’ve already made progress on their training. With food and pain as incentives I can discipline them. And by sharing their blood the mutations increase. I wonder if another species would react the same? I’ve received a transmission from a place called Caravan Town not far from here.

They have an active animal population. No longer do I need this make-shift crew. I will create true soldiers. Loyal soldiers.
~Olof Wilkstrom";"Lũ 'Lurkers' này rất có tiềm năng. Chúng rõ ràng đã từng là chuột, nhưng giờ đã trở thành một thứ gì đó hung dữ hơn nhiều. Tuy nhiên, cũng thông minh hơn.

Ta đã đạt được tiến bộ trong quá trình đào tạo chúng. Với thức ăn và nỗi đau làm động lực, ta đã có thể sai khiến chúng. Và bằng cách dùng máu của chúng, ta có thể làm ra nhiều đột biến hơn. Mình tự hỏi các loài khác cũng sẽ có phản ứng tương tự như vậy chứ? Mình đã nhận được một cuộc gọi từ một nơi gọi là Thị trấn Caravan cách đây không xa.

Họ có một quần thể động vật lớn khác. Mình sẽ không còn cần lũ óc-pò này nữa. Mình sẽ tạo ra những người lính thực sự. Những người lính trung thành.
~Olof Wilkstrom"
Story/Vasagatan/Recording1;Text;;"(Transcribed)
(Hanne) - “But what does that mean? You can’t just fire them. We’re out at sea!”
(Olof) - “Hanne, you were brought to keep the engines running. That is what you-” 
(Lurker) - *Rabid noises.*
(Hanne) - “That’s one of those damn rats! What are you doing to it?”
(Olof) - “Get out. Do your job.”";"(Bản ghi âm)
(Hanne) - “Nhưng điều đó có nghĩa là gì? Ông không thể sa thải họ. Chúng ta đang ở giữa biển!”
(Olof) - “Hanne, cô được giao nhiệm vụ giữ cho động cơ hoạt động. Đó là những gì cô-”
(Lurker) - *Tiếng ồn dữ dội.*
(Hanne) - “Đó là một trong những con chuột chết tiệt kia! Ông đang làm gì với nó?
(Olof) - “Ra ngoài. Lo việc của cô đi."""
Story/Vasagatan/Recording2;Text;;"(Transcribed)
(Captain) - *Knocking* “Wilkstrom, it’s urgent. There’s mist now. We don’t know how far the water’s risen. The maps are useless. We need to-”
(Olof) - “The crew are planning a mutiny, Captain. It is time to act.”
(Captain) - “A mutiny? They’re just trying to stay alive, I- Are you mad?”
(Olof) - “I gave you a chance to live. Now we have to protect ourselves from the masses. We will use the ‘lurkers’ to our advantage.”";"(Bản ghi âm)
(Thuyền trưởng) - *Gõ cửa* “Wilkstrom, có biến rồi. Xung quanh toàn sương mù. Chúng tôi không biết mực nước đã dâng lên bao nhiêu. Mấy cái bản đồ vô dụng rồi. Chúng ta cần phải-""
(Olof) - “Thủy thủ đoàn đang lên kế hoạch nổi loạn, thuyền trưởng. Đã đến lúc phải hành động.”
(Thuyền trưởng) - “Một cuộc nổi loạn? Họ chỉ đang cố gắng sống sót thôi, tôi- Ông điên à?”
(Olof) - “Tôi đã cho ông một cơ hội sống. Bây giờ chúng ta phải tự bảo vệ mình khỏi lũ quần chúng đấy. Tôi sẽ sử dụng những con 'Lurkers' để tạo lợi thế cho chúng ta."
Story/Vasagatan/Recording3;Text;;"(Transcribed)
[The ship’s hull grinding against solid rock.]
(Captain) - “Get to the lifeboats! Hurry!”
(Hanne) - “Olof! You coward!”
(Lurker) - *Aggressive snarl.*
(Captain) - “Watch out!”
[Distorted screams are heard before the tape cuts off.]";"(Bản ghi âm)
[Tiếng thân tàu va vào đá.]
(Thuyền trưởng) - “Lên xuồng cứu sinh! Lẹ lên!""
(Hanne) - “Olof! Đồ hèn nhát!”
(Lurker) - *Gầm gừ.*
(Thuyền trưởng) - “Coi chừng!”
[Những tiếng la hét méo mó được nghe thấy trước khi đoạn băng bị cắt.]"
Story/Vasagatan/Voiceline/HannesLetter1_1;Text;;I heard from the captain we’re heading for one of the high-rises down south.;Em nghe đội trưởng nói rằng bọn em đang hướng đến một trong những tòa nhà cao tầng ở phía nam.
Story/Vasagatan/Voiceline/HannesLetter1_2;Text;;I can only hope you come to your senses and follow us. You knew the city was a failure, Ruben.;Em chỉ có thể hy vọng anh vẫn còn sống và đang đi theo bọn em. Anh biết thành phố là một thất bại mà, Ruben.
Story/Vasagatan/Voiceline/HannesLetter1_3;Text;;"Why do you always have to be so stubborn? ";Tại sao anh luôn cứng đầu như vậy chứ?
Story/Vasagatan/Voiceline/HannesLetter2_1;Text;;Ruben, The yacht is ill prepared for this journey.;Ruben, Chiếc du thuyền không được chuẩn bị đủ tốt cho chuyến đi này.
Story/Vasagatan/Voiceline/HannesLetter2_2;Text;;"Olof left space for a dance floor, but no space for supplies. ";Olof dành không gian để làm sàn nhảy, nhưng không có chỗ cho đồ dung tiếp tế.
Story/Vasagatan/Voiceline/HannesLetter2_3;Text;;"The bottles sure found their way to the bar. ";Mấy chai rượu chắc chắn đã tìm được đường đến quầy bar.
Story/Vasagatan/Voiceline/HannesLetter2_4;Text;;As a military man I thought Olof would at the very least be practical.;Là một quân nhân, em nghĩ Olof ít nhất cũng phải thực tế.
Story/Vasagatan/Voiceline/HannesLetter2_5;Text;;Yet they’re all treating it like a luxury cruise.;Tuy nhiên, tất cả họ đều coi nó như một chuyến du lịch trên chiếc du thuyền sang trọng.
Story/Vasagatan/Voiceline/HannesLetter2_6;Text;;I’m sorry, Ruben. I shouldn't have left.;Em xin lỗi, Ruben. Em không nên rời đi.
Story/Vasagatan/Voiceline/HannesLetter3_1;Text;;"I saw a large rat last night… Unnervingly large. ";Tối qua em đã nhìn thấy một con chuột rất lớn… Nó lớn đến mức đáng kinh ngạc.
Story/Vasagatan/Voiceline/HannesLetter3_2;Text;;I tried telling the crew we obviously have an infestation among the locked down supplies.;Em đã cố gắng nói với phi hành đoàn rằng rõ ràng có một sự phá hoại trong khu vực nguồn cung cấp.
Story/Vasagatan/Voiceline/HannesLetter3_3;Text;;They laughed at me. I miss you, Ruben.;Nhưng bọn họ đã cười nhạo em. Em nhớ anh, Ruben.
Story/Vasagatan/Voiceline/MagazineClipping1_1;Text;;calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”;Phải gọi chi phí thực hiện cho dự án này là “lũ tội phạm biên giới” và phạm vi của nó ít nhất là “thái quá”.
Story/Vasagatan/Voiceline/MagazineClipping1_2;Text;;"Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. ";Bất chấp sự phản đối gay gắt, dự án Thành phố nổi dường như sẽ không bị chậm lại.
Story/Vasagatan/Voiceline/MagazineClipping1_3;Text;;According to former General Olof Wilkstrom’s latest statement on the issue:;Theo tuyên bố mới nhất của cựu Tướng quân Olof Wilkstrom về vấn đề này:
Story/Vasagatan/Voiceline/MagazineClipping1_4;Text;;"“We are fully aware of the strain this puts on our people. ";“Chúng tôi hoàn toàn nhận thức được sự căng thẳng mà điều này gây ra cho người dân của chúng tôi.
Story/Vasagatan/Voiceline/MagazineClipping1_5;Text;;"Nevertheless, our options are becoming increasingly limited. ";Tuy nhiên, các lựa chọn của chúng tôi ngày càng trở nên hạn chế.
Story/Vasagatan/Voiceline/MagazineClipping1_6;Text;;We must pull through this together or join Stockholm beneath the waves.”;Chúng ta phải cùng nhau vượt qua điều này hoặc cùng bỏ mạng dưới những con sóng”
Story/Vasagatan/Voiceline/MagazineClipping1_7;Text;;"Wilkstrom refused to comment on the rumors regarding the modification of his personal yacht. ";Wilkstrom từ chối bình luận về những tin đồn liên quan đến việc sửa đổi du thuyền cá nhân của mình.
Story/Vasagatan/Voiceline/MagazineClipping1_8;Text;;"When further asked about the Floating City Project’s whistle blowers, Olof Wilkstrom chose to terminate the interview. ";Khi được hỏi thêm về Dự án Thành phố Nổi, Olof Wilkstrom đã chọn kết thúc cuộc phỏng vấn.
Story/Vasagatan/Voiceline/MagazineClipping1_9;Text;;Reaching out to these anonymous sources we were able to further corroborate -;Tiếp cận với các nguồn tin ẩn danh này, chúng tôi có thể chứng thực thêm –
Story/Vasagatan/Voiceline/OlofsLog1_1;Text;;"The captain keeps complaining about my route. If he does it again he will be reprimanded. ";Gã Thuyền trưởng cứ phàn nàn về kế hoạch của mình. Nếu còn gã còn dám phàn nàn gã ta sẽ biết thế nào là lễ độ.
Story/Vasagatan/Voiceline/OlofsLog1_2;Text;;"The crew doesn’t listen to orders. I’m shocked by their undisciplined nature. ";Đám thủy thủ đoàn không nghe theo mệnh lệnh. Mình đã bị sốc bởi bản chất vô kỷ luật của chúng.
Story/Vasagatan/Voiceline/OlofsLog1_3;Text;;"Somehow they believe rank and prestige disappeared with solid land. ";Bằng cách nào đó, chúng tin rằng thứ hạng và uy tín đã biến mất cùng với đất liền.
Story/Vasagatan/Voiceline/OlofsLog1_4;Text;;"No, they will not be allowed to mingle among my esteemed guests. ";Không, chúng sẽ không được phép ngang hàng với những vị khách quý trên tàu.
Story/Vasagatan/Voiceline/OlofsLog1_5;Text;;"And they will certainly not be allowed further rations. ";Và chúng chắc chắn sẽ bị cắt khẩu phần ăn của chúng.
Story/Vasagatan/Voiceline/OlofsLog1_6;Text;;They should be grateful. I am the only reason they are alive.;Chúng nên biết ơn. Vì ta là lý do duy nhất chúng còn sống.
Story/Vasagatan/Voiceline/OlofsLog2_1;Text;;"As I’ve suspected the crew is completely incompetent. ";Đúng như ta nghĩ đám phi hành đoàn này hoàn toàn không đủ năng lực.
Story/Vasagatan/Voiceline/OlofsLog2_2;Text;;"Now they’re claiming RATS have eaten half of our supplies in a matter of weeks. ";Bây giờ chúng nói LŨ CHUỘT đã ăn hết một nửa nguồn cung cấp dự trù chỉ trong vài tuần.
Story/Vasagatan/Voiceline/OlofsLog2_3;Text;;I promised them increased rations if they could bring me one of these ridiculous ‘lurkers’ alive.;Mình đã hứa với chúng là sẽ tăng khẩu phần ăn nếu chúng có thể mang về cho mình một trong những con 'Lurkers' lố bịch này còn sống.
Story/Vasagatan/Voiceline/OlofsLog2_4;Text;;"Of course, the food shortage will need to be handled. ";Tất nhiên, tình trạng thiếu lương thực sẽ cần phải được xử lý.
Story/Vasagatan/Voiceline/OlofsLog2_5;Text;;Tonight we’re discussing which staff members are most suitable for termination.;Tối nay chúng ta sẽ thảo luận xem nhân viên nào thích hợp nhất để chấm dứt hợp đồng.
Story/Vasagatan/Voiceline/OlofsLog3_1;Text;;These ‘lurkers’ have potential.;Lũ 'Lurkers' này rất có tiềm năng.
Story/Vasagatan/Voiceline/OlofsLog3_2;Text;;They were clearly once rats, now grown into something much more rabid. Yet also smarter.;Chúng rõ ràng đã từng là chuột, nhưng giờ đã trở thành một thứ gì đó hung dữ hơn nhiều. Tuy nhiên, cũng thông minh hơn.
Story/Vasagatan/Voiceline/OlofsLog3_3;Text;;"I’ve already made progress on their training. With food and pain as incentives I can discipline them. ";Ta đã đạt được tiến bộ trong quá trình đào tạo chúng. Với thức ăn và nỗi đau làm động lực, ta đã có thể sai khiến chúng.
Story/Vasagatan/Voiceline/OlofsLog3_4;Text;;And by sharing their blood the mutations increase. I wonder if another species would react the same?;Và bằng cách dùng máu của chúng, ta có thể làm ra nhiều đột biến hơn. Mình tự hỏi các loài khác cũng sẽ có phản ứng tương tự như vậy chứ?
Story/Vasagatan/Voiceline/OlofsLog3_5;Text;;I’ve received a transmission from a place called Caravan Town not far from here.;Mình đã nhận được một cuộc gọi từ một nơi gọi là Thị trấn Caravan cách đây không xa.
Story/Vasagatan/Voiceline/OlofsLog3_6;Text;;They have an active animal population. No longer do I need this make-shift crew. I will create true soldiers. Loyal soldiers.;Họ có một quần thể động vật lớn khác. Mình sẽ không còn cần lũ óc-pò này nữa. Mình sẽ tạo ra những người lính thực sự. Những người lính trung thành.
Story/Vasagatan/Voiceline/Recording1_1;Text;;(Hanne) - “But what does that mean? You can’t just fire them. We’re out at sea!”;(Hanne) - “Nhưng điều đó có nghĩa là gì? Ông không thể sa thải họ. Chúng ta đang ở giữa biển!”
Story/Vasagatan/Voiceline/Recording1_2;Text;;"(Olof) - “Hanne, you were brought to keep the engines running. That is what you-” ";(Olof) - “Hanne, cô được giao nhiệm vụ giữ cho động cơ hoạt động. Đó là những gì cô-”
Story/Vasagatan/Voiceline/Recording1_3;Text;;(Lurker) - *Rabid noises.*;(Lurker) - *Tiếng ồn dữ dội.*
Story/Vasagatan/Voiceline/Recording1_4;Text;;(Hanne) - “That’s one of those damn rats! What… what are you doing to it?”;(Hanne) - “Đó là một trong những con chuột chết tiệt kia! Ông đang làm gì với nó?
Story/Vasagatan/Voiceline/Recording1_5;Text;;(Olof) - “Get out. Do your job.”;"(Olof) - “Ra ngoài. Lo việc của cô đi."""
Story/Vasagatan/Voiceline/Recording2_1;Text;;(Captain) - *Knocking* “Wilkstrom, it’s urgent. There’s mist now. We don’t know how far the water’s risen. The maps are useless. We need to-”;"(Thuyền trưởng) - *Gõ cửa* “Wilkstrom, có biến rồi. Xung quanh toàn sương mù. Chúng tôi không biết mực nước đã dâng lên bao nhiêu. Mấy cái bản đồ vô dụng rồi. Chúng ta cần phải-"""
Story/Vasagatan/Voiceline/Recording2_2;Text;;(Olof) - “The crew are planning a mutiny, Captain. It is time to act.”;(Olof) - “Thủy thủ đoàn đang lên kế hoạch nổi loạn, thuyền trưởng. Đã đến lúc phải hành động.”
